time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-22T16:49:26.627Z,-9.6054,118.4294,59.27,4.2,mb,,85,3.882,1.03,us,us60007liv,2020-04-11T18:21:08.040Z,"118 km S of Dompu, Indonesia",earthquake,8.8,8.3,0.216,6,reviewed,us,us
2020-01-22T17:54:35.899Z,-10.4557,124.3151,10,4.4,mb,,134,0.687,0.5,us,us60007liy,2020-04-11T18:21:08.040Z,"65 km S of Soe, Indonesia",earthquake,8.5,1.9,0.123,19,reviewed,us,us
2020-01-24T00:50:43.530Z,-9.8774,116.9285,35,4.9,mb,,59,3.077,0.87,us,us60007ebf,2020-04-11T18:20:42.040Z,"148 km SSE of Praya, Indonesia",earthquake,3.8,1.9,0.084,45,reviewed,us,us
2020-01-28T03:10:54.891Z,-23.5546,126.4035,10,4.4,mb,,68,5.475,1.01,us,us60007hwd,2020-04-11T18:21:00.040Z,"Western Australia",earthquake,7.5,2,0.24,5,reviewed,us,us
2020-01-28T04:47:27.467Z,-11.6731,124.3402,10,4.5,mb,,78,1.601,0.92,us,us60007hxq,2020-04-11T18:21:00.040Z,"184 km SSE of Kupang, Indonesia",earthquake,3.5,1.9,0.151,13,reviewed,us,us
2020-01-28T07:50:13.306Z,-9.1119,122.6236,89.54,4.2,mb,,134,0.607,1.09,us,us70007k40,2020-04-11T18:21:16.040Z,"70 km SE of Maumere, Indonesia",earthquake,9.3,10.1,0.199,7,reviewed,us,us
2020-01-30T03:46:16.387Z,-11.5219,118.4161,10,4.2,mb,,98,4.731,0.81,us,us70007kxz,2020-04-18T22:10:28.040Z,"288 km SW of Waingapu, Indonesia",earthquake,7.1,1.9,0.159,11,reviewed,us,us
2020-01-30T04:25:18.680Z,-11.3532,118.5747,10,4.2,mb,,117,5.214,0.92,us,us70007ky2,2020-04-18T22:10:29.040Z,"263 km SW of Waingapu, Indonesia",earthquake,8.7,1.9,0.167,10,reviewed,us,us
2020-02-01T02:36:54.288Z,-11.4085,118.4269,10,4.7,mb,,94,4.655,0.91,us,us60007lww,2020-04-18T22:10:07.040Z,"279 km SW of Waingapu, Indonesia",earthquake,7.6,1.9,0.108,26,reviewed,us,us
2020-02-01T02:39:54.129Z,-11.4495,118.4631,10,4.1,mb,,94,4.651,1.03,us,us70007mk1,2020-04-18T22:10:30.040Z,"279 km SW of Waingapu, Indonesia",earthquake,6.6,1.9,0.214,6,reviewed,us,us
2020-02-03T21:16:47.549Z,-9.3678,114.0841,60.72,4.6,mb,,111,0.894,0.59,us,us70007nv2,2020-04-18T22:10:34.040Z,"106 km SSW of Muncar, Indonesia",earthquake,8.2,7.9,0.096,32,reviewed,us,us
2020-02-06T02:02:06.666Z,-9.4041,123.5984,119.08,4.2,mb,,176,0.746,0.75,us,us70007q19,2020-04-25T22:19:34.040Z,"28 km NW of Naisano Dua, Indonesia",earthquake,12.7,7.3,0.215,6,reviewed,us,us
2020-02-06T21:06:31.559Z,-9.6665,117.6614,35,4.9,mb,,53,3.664,1.36,us,us70007k7i,2020-04-25T22:18:15.040Z,"132 km SSE of Sumbawa Besar, Indonesia",earthquake,7.8,1.7,0.063,79,reviewed,us,us
2020-02-06T23:27:46.534Z,-9.7108,118.7175,35,4.2,mb,,107,3.636,1.12,us,us70007q1u,2020-04-25T22:19:36.040Z,"132 km SSE of Dompu, Indonesia",earthquake,7.4,1.3,0.199,7,reviewed,us,us
2020-02-10T09:24:38.966Z,-21.4511,114.9944,10,4.3,mb,,127,1.38,1.31,us,us70007mgp,2020-04-25T22:19:08.040Z,"23 km NNW of Onslow, Australia",earthquake,8.1,1.9,0.161,11,reviewed,us,us
2020-02-13T15:17:25.408Z,-11.5505,113.2109,10,4.8,mb,,128,3.198,0.51,us,us70007pgl,2020-05-02T22:09:45.040Z,"south of Java, Indonesia",earthquake,8.9,1.9,0.085,48,reviewed,us,us
2020-02-17T21:11:10.925Z,-9.1877,123.042,89.72,4.4,mb,,76,0.965,1.09,us,us70007s1n,2020-05-02T22:10:11.040Z,"91 km WNW of Naisano Dua, Indonesia",earthquake,6.1,6.6,0.11,24,reviewed,us,us
2020-02-18T13:13:06.954Z,-10.6893,116.0795,10,4.3,mb,,102,2.911,0.74,us,us70007vxi,2020-05-02T22:10:36.040Z,"217 km S of Lembar, Indonesia",earthquake,3.7,1.9,0.148,14,reviewed,us,us
2020-02-21T02:13:10.501Z,-9.6056,120.6018,85.77,4.2,mb,,94,1.881,0.9,us,us600084qw,2020-05-09T21:40:48.040Z,"37 km E of Waingapu, Indonesia",earthquake,5.9,9,0.167,11,reviewed,us,us
2020-02-21T23:23:00.700Z,-9.3066,118.7327,104.92,4.1,mb,,81,3.526,0.56,us,us70007uiw,2020-05-09T21:41:09.040Z,"90 km SSE of Dompu, Indonesia",earthquake,6.7,8.4,0.112,25,reviewed,us,us
2020-02-27T21:28:07.612Z,-10.4912,116.4622,10,4.9,mb,,99,3.037,0.72,us,us600089kg,2020-05-19T22:14:29.040Z,"198 km S of Praya, Indonesia",earthquake,7.1,1.8,0.069,65,reviewed,us,us
2020-03-03T02:22:47.839Z,-9.9541,126.9518,10,4.4,mb,,78,2.652,0.54,us,us60008b69,2020-05-19T22:14:32.040Z,"137 km SSE of Viqueque, Timor Leste",earthquake,4.6,1.9,0.162,11,reviewed,us,us
2020-03-07T21:42:49.068Z,-9.3397,109.9118,35,4.3,mb,,142,1.541,1.28,us,us60008e9n,2020-05-23T22:03:28.040Z,"159 km SSW of Bambanglipuro, Indonesia",earthquake,7,2,0.148,13,reviewed,us,us
2020-03-15T21:05:32.421Z,-10.4691,118.2924,10,5.2,mww,,47,4.296,0.86,us,us60008g6f,2020-05-30T22:17:12.040Z,"214 km S of Dompu, Indonesia",earthquake,6.5,1.7,0.055,32,reviewed,us,us
2020-03-18T17:45:39.299Z,-11.0521,115.1378,20.68,6.2,mww,,24,2.743,1.19,us,us60008hzl,2020-06-06T20:53:49.040Z,"249 km S of Nusa Dua, Indonesia",earthquake,7.1,3.1,0.038,65,reviewed,us,us
2020-03-18T22:51:41.919Z,-10.8943,115.1472,10,4.4,mb,,119,2.6,0.82,us,us70008gz1,2020-06-06T20:53:51.040Z,"231 km S of Nusa Dua, Indonesia",earthquake,9.8,1.9,0.135,16,reviewed,us,us
2020-03-20T22:26:00.431Z,-11.0171,115.2515,10,4.4,mb,,124,2.753,0.67,us,us70008h0j,2020-06-06T20:53:59.040Z,"245 km S of Nusa Dua, Indonesia",earthquake,9.1,1.9,0.12,20,reviewed,us,us
2020-03-21T22:45:53.885Z,-11.1703,115.1961,10,4.4,mb,,111,2.873,0.76,us,us70008dsb,2020-06-06T20:54:03.040Z,"262 km S of Nusa Dua, Indonesia",earthquake,8.2,1.9,0.114,22,reviewed,us,us
2020-03-22T06:48:43.462Z,-11.0131,115.1587,10,4.9,mww,,51,2.714,0.92,us,us70008dyh,2020-06-06T20:54:05.040Z,"244 km S of Nusa Dua, Indonesia",earthquake,6.6,1.8,0.093,11,reviewed,us,us
2020-03-23T06:24:07.572Z,-9.9871,113.3233,35,4.3,mb,,141,1.715,0.85,us,us70008hei,2020-06-06T20:54:09.040Z,"188 km S of Kencong, Indonesia",earthquake,9.2,2,0.178,9,reviewed,us,us
2020-03-23T19:30:47.144Z,-11.2593,115.3372,16.93,4.1,mb,,111,3.007,1.05,us,us70008hf7,2020-06-06T20:54:12.040Z,"272 km S of Nusa Dua, Indonesia",earthquake,8.4,5.2,0.158,11,reviewed,us,us
2020-03-25T06:31:53.839Z,-11.145,115.2162,10,4,mb,,118,2.857,0.92,us,us70008ixm,2020-06-13T18:44:37.040Z,"259 km S of Nusa Dua, Indonesia",earthquake,7.8,1.9,0.184,8,reviewed,us,us
2020-03-26T20:34:17.012Z,-9.2645,113.595,58.27,4.5,mb,,70,0.962,0.57,us,us70008gqz,2020-06-13T18:44:37.040Z,"111 km SSE of Kencong, Indonesia",earthquake,7,6.1,0.111,24,reviewed,us,us
2020-03-27T21:53:56.021Z,-10.9995,115.2578,10,4.5,mb,,117,2.739,1.01,us,us70008hkb,2020-06-13T18:44:37.040Z,"243 km S of Nusa Dua, Indonesia",earthquake,5.2,1.9,0.093,34,reviewed,us,us
2020-03-28T00:16:29.752Z,-11.1093,115.1653,10,4.4,mb,,96,2.806,1.09,us,us70008klr,2020-06-13T18:44:37.040Z,"255 km S of Nusa Dua, Indonesia",earthquake,8,1.9,0.114,22,reviewed,us,us
2020-03-28T07:11:40.780Z,-9.4427,113.0043,60.3,4.4,mb,,162,1.489,0.57,us,us70008km3,2020-06-13T18:44:37.040Z,"134 km SSW of Kencong, Indonesia",earthquake,9.5,5.9,0.134,16,reviewed,us,us
2020-03-28T09:44:59.739Z,-10.9835,115.2504,10,4.6,mb,,62,2.722,0.87,us,us70008hs0,2020-06-13T18:44:37.040Z,"241 km S of Nusa Dua, Indonesia",earthquake,5.2,1.9,0.091,36,reviewed,us,us
2020-03-29T22:53:21.268Z,-11.0415,115.2858,10,4.2,mb,,110,2.788,0.49,us,us70008lq3,2020-06-13T18:44:38.040Z,"247 km S of Nusa Dua, Indonesia",earthquake,6.3,1.9,0.153,12,reviewed,us,us
2020-03-30T14:48:41.374Z,-9.648,112.9979,49.18,4.5,mb,,117,1.633,0.81,us,us70008mnl,2020-06-13T18:44:37.040Z,"156 km SSW of Kencong, Indonesia",earthquake,8.7,8.5,0.1,29,reviewed,us,us
2020-03-30T21:01:35.811Z,-9.2256,123.8071,102.95,4.9,mb,,61,0.695,1.2,us,us70008iul,2020-06-13T18:44:33.040Z,"41 km N of Naisano Dua, Indonesia",earthquake,7,6.5,0.086,43,reviewed,us,us
2020-04-02T03:34:47.277Z,-9.4385,114.6801,50.18,4.3,mb,,71,1.094,0.96,us,us70008rhp,2020-06-21T00:54:37.040Z,"88 km SW of Jimbaran, Indonesia",earthquake,8,8.1,0.129,17,reviewed,us,us
2020-04-03T18:38:24.879Z,-11.1856,115.3875,10,4.6,mb,,72,2.96,0.64,us,us70008mxn,2020-06-21T00:54:52.040Z,"264 km S of Nusa Dua, Indonesia",earthquake,10.6,1.9,0.092,42,reviewed,us,us
2020-04-04T18:26:14.428Z,-11.3137,115.2912,10,4.4,mb,,111,3.04,1.06,us,us70008sdl,2020-06-21T00:55:00.040Z,"278 km S of Nusa Dua, Indonesia",earthquake,7.2,1.9,0.139,16,reviewed,us,us
2020-04-06T01:56:42.920Z,-9.7601,118.8493,73.37,4.1,mb,,83,3.526,0.66,us,us70008si8,2020-06-21T00:55:08.040Z,"141 km SSE of Dompu, Indonesia",earthquake,7.6,11.5,0.233,5,reviewed,us,us
2020-04-07T08:03:00.023Z,-9.3569,112.3524,52.07,4.9,mb,,52,1.984,1.27,us,us70008qfi,2020-06-21T00:55:15.040Z,"133 km S of Sumberpucung, Indonesia",earthquake,7.9,6.7,0.078,51,reviewed,us,us
2020-04-07T08:44:10.660Z,-9.3944,112.3674,59.11,4.3,mb,,74,1.988,1.06,us,us70008qg9,2020-06-21T00:55:15.040Z,"137 km S of Sumberpucung, Indonesia",earthquake,8,6.9,0.107,25,reviewed,us,us
2020-04-10T19:58:25.496Z,-9.5052,148.7686,10,4.5,mb,,140,1.59,0.72,us,us70008yei,2020-06-30T14:03:13.040Z,"100 km SE of Popondetta, Papua New Guinea",earthquake,5.6,1.9,0.089,41,reviewed,us,us
2020-04-11T10:44:01.357Z,-18.1361,120.3644,10,4.2,mb,,75,3.065,0.79,us,us70008yjt,2020-06-30T14:03:13.040Z,"196 km W of Cable Beach, Australia",earthquake,7.7,1.8,0.159,12,reviewed,us,us
2020-04-12T14:34:32.201Z,-9.24,123.643,114.18,4.2,mb,,113,0.8,0.96,us,us70008ux4,2020-06-30T14:03:02.040Z,"41 km NNW of Naisano Dua, Indonesia",earthquake,7.5,6.6,0.159,11,reviewed,us,us
2020-04-12T22:03:26.948Z,-17.134,121.9442,10,4.3,mb,,82,4.517,0.88,us,us70008ymd,2020-06-30T14:03:15.040Z,"90 km NNW of Bilingurr, Australia",earthquake,5.2,1.9,0.177,9,reviewed,us,us
2020-04-13T10:58:11.740Z,-11.3411,119.2395,10,4.1,mb,,98,3.993,0.9,us,us70008vfm,2020-06-30T14:03:04.040Z,"217 km SSW of Waingapu, Indonesia",earthquake,3.2,1.9,0.127,17,reviewed,us,us
2020-04-15T07:11:04.854Z,-19.8545,148.77,10,5,mb,,31,2.381,1.33,us,us70008wkb,2020-07-09T14:31:06.040Z,"32 km NNW of Whitsundays, Australia",earthquake,4.1,1.8,0.102,31,reviewed,us,us
2020-04-16T02:11:03.279Z,-11.109,115.1379,10,4.2,mb,,134,2.796,0.65,us,us60009anx,2020-07-09T14:31:10.040Z,"255 km S of Nusa Dua, Indonesia",earthquake,9.8,1.9,0.167,10,reviewed,us,us
2020-04-16T03:48:46.288Z,-9.6734,119.342,47.85,4.3,mb,,92,3.039,0.74,us,us70008xb6,2020-07-09T14:31:10.040Z,"101 km W of Waingapu, Indonesia",earthquake,5.2,10.1,0.148,13,reviewed,us,us
2020-04-16T06:29:55.368Z,-9.3766,118.9753,85.83,4.3,mb,,104,3.305,0.73,us,us70008xd3,2020-07-09T14:31:11.040Z,"103 km SSW of Komodo, Indonesia",earthquake,4.7,8.5,0.105,26,reviewed,us,us
2020-04-20T18:00:59.842Z,-10.0647,121.4409,36.72,4,mb,,106,1.623,1.01,us,us60009bl7,2020-07-09T14:31:36.040Z,"136 km ESE of Waingapu, Indonesia",earthquake,6.1,7.4,0.144,13,reviewed,us,us
2020-04-21T13:41:01.691Z,-9.5817,155.2455,10,4.1,mb,,77,7.978,0.55,us,us60009dbn,2020-07-09T14:31:41.040Z,"239 km SW of Gizo, Solomon Islands",earthquake,12.9,1.9,0.135,18,reviewed,us,us
2020-04-21T13:41:50.273Z,-9.882,155.1836,10,4.6,mb,,98,7.926,0.57,us,us60009dby,2020-07-09T14:31:41.040Z,"268 km SW of Gizo, Solomon Islands",earthquake,8.7,1.8,0.129,21,reviewed,us,us
2020-04-21T13:42:33.625Z,-9.6451,155.3591,10,4.4,mb,,138,16.159,0.15,us,us60009dbp,2020-07-09T14:31:41.040Z,"235 km SW of Gizo, Solomon Islands",earthquake,17.2,1.9,0.155,12,reviewed,us,us
2020-04-26T21:27:12.973Z,-11.5771,116.726,10,4.4,mb,,118,3.994,0.64,us,us700097pa,2020-07-11T22:19:27.040Z,"South of Lombok, Indonesia",earthquake,9,1.9,0.134,16,reviewed,us,us
2020-05-02T17:48:38.784Z,-32.3551,150.8055,16.05,4,mb,,48,2.055,1.15,us,us70009brt,2020-07-18T21:57:44.040Z,"11 km ENE of Denman, Australia",earthquake,5.8,4.2,0.156,15,reviewed,us,us
2020-05-09T11:14:40.628Z,-9.601,125.0443,10,4.6,mb,,71,0.781,0.81,us,us70009d96,2020-07-29T22:14:23.040Z,"39 km SW of Suai, Timor Leste",earthquake,6.8,1.9,0.111,24,reviewed,us,us
2020-05-11T11:39:00.428Z,-9.4698,114.4352,38.63,4.2,mb,,106,1.031,0.6,us,us70009jqa,2020-07-29T22:14:32.040Z,"109 km SW of Jimbaran, Indonesia",earthquake,4.1,10.2,0.167,10,reviewed,us,us
2020-05-14T05:53:33.305Z,-33.7003,138.7666,7.04,4.4,mb,,104,2.998,0.51,us,us70009fvb,2020-08-02T00:32:07.040Z,"15 km WSW of Burra, Australia",earthquake,6.7,6.4,0.178,9,reviewed,us,us
2020-05-18T06:39:57.333Z,-9.1577,156.0249,10,4.6,mb,,75,3.881,0.84,us,us70009nht,2020-08-02T00:28:59.040Z,"147 km SW of Gizo, Solomon Islands",earthquake,8.9,1.9,0.137,16,reviewed,us,us
2020-05-18T06:51:21.727Z,-9.2926,156.0459,10,4.3,mb,,165,6.367,0.4,us,us70009nhr,2020-08-02T00:28:59.040Z,"158 km SSW of Gizo, Solomon Islands",earthquake,8.3,2,0.168,10,reviewed,us,us
2020-05-24T14:28:09.740Z,-9.5289,156.1752,10,4.8,mb,,61,3.722,0.48,us,us6000a3lf,2020-08-08T18:17:36.040Z,"173 km SSW of Gizo, Solomon Islands",earthquake,9.8,1.9,0.124,23,reviewed,us,us
2020-05-26T17:13:59.018Z,-9.4728,155.9483,10,4.6,mb,,57,6.453,0.63,us,us6000a4j2,2020-08-08T18:17:38.040Z,"180 km SSW of Gizo, Solomon Islands",earthquake,9.9,1.9,0.096,39,reviewed,us,us
2020-05-28T07:41:38.153Z,-9.5202,156.0083,10,5,mb,,34,6.526,0.53,us,us6000a0uz,2020-08-15T20:19:41.040Z,"181 km SSW of Gizo, Solomon Islands",earthquake,6.6,1.8,0.046,153,reviewed,us,us
2020-06-06T02:06:14.437Z,-9.2085,121.7865,88.42,4.1,mb,,82,0.722,0.76,us,us6000aamt,2020-08-18T17:58:56.040Z,"42 km SSE of Ende, Indonesia",earthquake,7,6.5,0.213,6,reviewed,us,us
2020-06-08T13:46:30.724Z,-9.2645,123.0591,95.63,4.6,mb,,80,1.024,0.77,us,us6000a7uf,2020-08-18T17:59:06.040Z,"86 km WNW of Naisano Dua, Indonesia",earthquake,6.8,6.3,0.083,43,reviewed,us,us
2020-06-15T02:44:22.434Z,-9.64,156.1923,10,4.3,mb,,115,6.729,0.59,us,us6000aex4,2020-08-22T19:15:02.040Z,"184 km SSW of Gizo, Solomon Islands",earthquake,12.3,1.8,0.169,10,reviewed,us,us
2020-06-15T04:07:40.660Z,-9.5603,156.1732,10,4.2,mb,,158,14.189,0.75,us,us6000aey5,2020-08-22T19:15:03.040Z,"177 km SSW of Gizo, Solomon Islands",earthquake,12.2,1.9,0.141,14,reviewed,us,us
2020-06-15T04:07:48.219Z,-9.4515,155.9975,10,5.1,mb,,32,3.897,0.92,us,us6000ac0p,2020-08-22T19:14:53.040Z,"175 km SSW of Gizo, Solomon Islands",earthquake,8.5,1.8,0.049,134,reviewed,us,us
2020-06-15T04:09:35.674Z,-9.365,156.1168,10,5.2,mww,,33,3.78,0.99,us,us6000ac0k,2020-08-22T19:14:53.040Z,"160 km SSW of Gizo, Solomon Islands",earthquake,8.1,1.8,0.093,11,reviewed,us,us
2020-06-15T10:37:33.314Z,-9.4658,156.1029,10,5.2,mww,,20,3.793,0.8,us,us6000ac54,2020-08-22T19:14:53.040Z,"171 km SSW of Gizo, Solomon Islands",earthquake,2.6,1.8,0.073,18,reviewed,us,us
2020-06-15T14:39:13.608Z,-9.5614,156.1573,7.69,4.2,mb,,68,3.74,0.38,us,us6000aexs,2020-08-22T19:15:03.040Z,"178 km SSW of Gizo, Solomon Islands",earthquake,4.9,5.3,0.166,11,reviewed,us,us
2020-06-16T02:53:40.437Z,-9.3464,125.6428,10,4.3,mb,,172,1.416,0.55,us,us6000ah6l,2020-08-22T19:15:04.040Z,"37 km S of Same, Timor Leste",earthquake,9.5,1.9,0.267,4,reviewed,us,us
2020-06-16T04:16:01.188Z,-9.9565,119.579,60.18,4.2,mb,,79,2.934,0.8,us,us6000aclr,2020-08-22T19:14:55.040Z,"82 km WSW of Waingapu, Indonesia",earthquake,7.9,8.6,0.128,17,reviewed,us,us
2020-06-16T17:54:45.179Z,-9.5847,116.5908,67.32,4,mb,,93,2.651,0.9,us,us6000ah7f,2020-08-22T19:15:05.040Z,"103 km SSE of Praya, Indonesia",earthquake,7.3,9.6,0.173,11,reviewed,us,us
2020-06-17T18:09:44.736Z,-9.4008,114.12,63.24,4.4,mb,,121,0.925,0.8,us,us6000admw,2020-08-30T00:00:42.040Z,"109 km SSW of Muncar, Indonesia",earthquake,8.6,6.8,0.102,28,reviewed,us,us
2020-06-18T11:16:54.774Z,-9.7384,127.6623,10,4.5,mb,,68,3.346,0.91,us,us6000ae37,2020-08-30T00:00:45.040Z,"153 km SSE of Lospalos, Timor Leste",earthquake,3.2,1.9,0.135,16,reviewed,us,us
2020-06-18T13:57:09.644Z,-9.1656,111.2848,58.25,4.3,mb,,115,1.455,0.65,us,us7000aaxj,2020-08-30T00:01:13.040Z,"129 km SSW of Trenggalek, Indonesia",earthquake,7.2,3.8,0.16,11,reviewed,us,us
2020-06-20T15:45:10.070Z,-9.4406,156.0201,7.86,5.4,mww,,36,3.874,1.1,us,us6000afh1,2020-08-30T00:00:56.040Z,"173 km SSW of Gizo, Solomon Islands",earthquake,9.2,3.5,0.062,25,reviewed,us,us
2020-06-26T04:39:17.114Z,-9.4097,113.6355,56.51,4.3,mb,,114,1.064,0.96,us,us7000abvy,2020-09-05T17:35:22.040Z,"125 km SSW of Gambiran Satu, Indonesia",earthquake,7.5,7.7,0.153,12,reviewed,us,us
2020-06-26T04:44:11.903Z,-9.4266,113.683,61.63,4.2,mb,,153,1.057,0.74,us,us7000agqa,2020-09-05T17:35:40.040Z,"125 km SSW of Gambiran Satu, Indonesia",earthquake,8,9.4,0.215,6,reviewed,us,us
2020-07-02T18:04:05.433Z,-9.1955,124.0751,113.96,4.1,mb,,71,0.587,0.68,us,us7000ak56,2020-09-11T22:13:54.040Z,"33 km W of Pante Makasar, Timor Leste",earthquake,4.4,5.9,0.197,7,reviewed,us,us
2020-07-04T01:07:26.510Z,-9.7579,154.7242,10,4.4,mb,,128,21.995,1.04,us,us7000aksi,2020-09-11T22:14:07.040Z,"296 km SW of Gizo, Solomon Islands",earthquake,8.7,1.9,0.162,11,reviewed,us,us
2020-07-04T01:09:20.687Z,-9.6116,154.6288,10,4.6,mb,,117,16.798,1.07,us,us7000aksj,2020-09-11T22:14:07.040Z,"295 km SW of Gizo, Solomon Islands",earthquake,15.9,1.9,0.146,15,reviewed,us,us
2020-07-04T01:17:24.531Z,-9.6694,154.6611,10,4.7,mb,,118,16.734,0.58,us,us7000aksp,2020-09-11T22:14:07.040Z,"295 km SW of Gizo, Solomon Islands",earthquake,14.9,1.9,0.123,20,reviewed,us,us
2020-07-04T01:34:45.174Z,-9.6799,154.9027,10,5.5,mww,,38,4.981,1.27,us,us7000ahpd,2020-09-11T22:14:08.040Z,"275 km SW of Gizo, Solomon Islands",earthquake,8,1.7,0.046,45,reviewed,us,us
2020-07-04T01:49:58.862Z,-9.8517,154.8815,10,5.2,mww,,52,5.012,1,us,us7000ahpx,2020-09-11T22:14:08.040Z,"289 km SW of Gizo, Solomon Islands",earthquake,6.5,1.7,0.062,25,reviewed,us,us
2020-07-04T02:07:47.000Z,-9.7437,154.7219,10,4.4,mb,,158,7.465,1,us,us7000aksl,2020-09-11T22:14:08.040Z,"295 km SW of Gizo, Solomon Islands",earthquake,14.6,1.9,0.179,9,reviewed,us,us
2020-07-06T09:14:09.874Z,-11.4699,114.781,10,4.2,mb,,129,3.044,0.98,us,us7000alev,2020-09-11T22:14:19.040Z,"299 km S of Jimbaran, Indonesia",earthquake,9.1,1.9,0.152,12,reviewed,us,us
2020-07-07T07:58:01.292Z,-11.0184,115.232,10,4.7,mb,,67,2.746,0.96,us,us7000ajd4,2020-09-11T22:14:25.040Z,"245 km S of Nusa Dua, Indonesia",earthquake,7.1,1.8,0.1,30,reviewed,us,us
2020-07-17T22:17:21.641Z,-9.7518,154.8604,10,4.6,mb,,49,6.138,1.19,us,us6000b2u4,2020-09-26T16:58:24.040Z,"284 km SW of Gizo, Solomon Islands",earthquake,7.7,1.5,0.095,33,reviewed,us,us
2020-07-24T12:38:53.931Z,-10.4048,116.0904,10,4.6,mb,,109,2.711,0.76,us,us6000b66x,2020-10-03T17:32:31.040Z,"185 km S of Lembar, Indonesia",earthquake,9,1.9,0.095,33,reviewed,us,us
2020-07-25T02:41:36.131Z,-9.9141,122.932,10,4.4,mb,,144,0.776,1.13,us,us6000b6ni,2020-10-03T17:32:32.040Z,"79 km WNW of Kupang, Indonesia",earthquake,6.2,1.9,0.203,7,reviewed,us,us
2020-07-31T00:37:08.242Z,-9.2107,115.1245,71.82,4.2,mb,,99,1.21,0.34,us,us6000b78f,2022-08-08T23:47:59.992Z,"south of Bali, Indonesia",earthquake,6.1,8.3,0.199,7,reviewed,us,us
2020-07-31T20:37:44.180Z,-10.8163,151.0067,10,4.2,mb,,168,4.039,0.98,us,us6000b7ng,2020-10-10T17:11:06.040Z,"44 km ESE of Samarai, Papua New Guinea",earthquake,6.7,2,0.166,11,reviewed,us,us
2020-08-01T12:14:58.196Z,-9.2378,156.1654,10,4.9,mb,,40,3.737,0.66,us,us6000b7yn,2020-10-10T17:11:07.040Z,"145 km SSW of Gizo, Solomon Islands",earthquake,6.2,1.7,0.043,170,reviewed,us,us
2020-08-02T21:17:58.880Z,-9.3383,156.2256,10,4.5,mb,,93,6.512,0.83,us,us6000bai2,2020-10-10T17:11:19.040Z,"152 km SSW of Gizo, Solomon Islands",earthquake,7,1.9,0.135,16,reviewed,us,us
2020-08-03T01:49:47.935Z,-9.2973,156.1432,10,4.5,mb,,74,3.756,0.73,us,us6000bakb,2020-10-10T17:11:19.040Z,"152 km SSW of Gizo, Solomon Islands",earthquake,13.8,1.9,0.192,8,reviewed,us,us
2020-08-03T13:10:48.854Z,-9.1869,113.9404,83.22,4.1,mb,,150,0.742,1.23,us,us6000balm,2020-10-10T17:11:20.040Z,"90 km SSW of Gambiran Satu, Indonesia",earthquake,14.1,17.9,0.213,6,reviewed,us,us
2020-08-05T08:27:12.019Z,-9.6826,119.1179,10,5.1,mww,,34,3.251,1.32,us,us6000b9kc,2020-10-21T22:03:52.040Z,"125 km W of Waingapu, Indonesia",earthquake,6.7,1.7,0.089,12,reviewed,us,us
2020-08-05T09:18:14.975Z,-9.8523,119.0972,10,4.3,mb,,102,3.327,0.6,us,us6000bcp3,2020-10-21T22:04:10.040Z,"129 km W of Waingapu, Indonesia",earthquake,8.3,1.9,0.169,10,reviewed,us,us
2020-08-05T21:49:46.192Z,-11.5582,121.3501,9.72,4.2,mb,,88,2.639,0.48,us,us6000bcpt,2020-10-21T22:04:10.040Z,"241 km SSE of Waingapu, Indonesia",earthquake,5.8,6.1,0.374,2,reviewed,us,us
2020-08-08T10:17:49.530Z,-9.6563,119.0873,10,5.1,mww,,80,3.271,0.61,us,us6000bb2d,2020-10-21T22:03:58.040Z,"126 km SSW of Komodo, Indonesia",earthquake,7.1,1.8,0.086,13,reviewed,us,us
2020-08-08T10:23:30.762Z,-9.788,118.8832,10,4.9,mww,,82,3.504,0.7,us,us6000bb2q,2020-10-21T22:03:58.040Z,"145 km SSE of Dompu, Indonesia",earthquake,7.3,1.9,0.098,10,reviewed,us,us
2020-08-08T10:24:04.269Z,-9.5261,118.952,10,5.1,mww,,41,3.363,0.59,us,us6000bb2p,2020-10-21T22:03:58.040Z,"119 km SSW of Komodo, Indonesia",earthquake,7.2,1.8,0.089,12,reviewed,us,us
2020-08-08T10:26:34.072Z,-9.5575,118.8831,10,4.5,mb,,112,3.437,0.53,us,us6000be3j,2020-10-21T22:04:13.040Z,"121 km SSE of Dompu, Indonesia",earthquake,8.2,1.8,0.145,14,reviewed,us,us
2020-08-08T10:28:02.187Z,-9.7806,118.9102,10,4.7,mb,,82,3.476,0.38,us,us6000be2x,2020-10-21T22:04:13.040Z,"146 km SSE of Dompu, Indonesia",earthquake,7.8,1.9,0.093,35,reviewed,us,us
2020-08-08T10:45:49.201Z,-9.7772,118.992,10,5.3,mww,,46,3.399,0.76,us,us6000bb2z,2020-10-21T22:03:58.040Z,"140 km W of Waingapu, Indonesia",earthquake,7.5,1.9,0.075,17,reviewed,us,us
2020-08-08T10:49:10.054Z,-9.7568,118.9477,10,4.8,mb,,97,3.433,0.44,us,us6000be3k,2020-10-21T22:04:13.040Z,"142 km SSW of Komodo, Indonesia",earthquake,8.8,1.9,0.128,19,reviewed,us,us
